instance,solver,run,nvertices,nedges,nP,nQ,nvars,ncons,state,terminationReason,time,nodes,nodesLeft,lb,ub,gap,initialHeurValue,initialHeurTime,initialSemigreedyIters,nNodesInt,nNodesFrac,nNodesGcp,nNodesTrivial,nNodesInfeas,nNodesInfeasPrepro,nNodesInfeasCheck,nNodesInfeasAux,gcpAvgTime,nsol,nsolHeur,nsolLR,nsolGCP,nsolTrivial,ninitSol,ninitDummy,ninit,rootNVertices,rootNEdges,rootNP,rootNQ,rootlb,rootub,rootHeurTime,rootFeasTime,rootCgTime,rootNCalls,rootNCallsPool,rootNCallsHeur,rootNCallsMwis1,rootNCallsMwis2,rootNCallsExact,rootNCols,rootNColsPool,rootNColsHeur,rootNColsMwis1,rootNColsMwis2,rootNColsExact,rootTime,rootTimePool,rootTimeHeur,rootTimeMwis1,rootTimeMwis2,rootTimeExact,otherNodesHeurTime,otherNodesFeasNCalls,otherNodesFeasTime,otherNodesNCalls,otherNodesNCallsPool,otherNodesNCallsHeur,otherNodesNCallsMwis1,otherNodesNCallsMwis2,otherNodesNCallsExact,otherNodesNCols,otherNodesNColsPool,otherNodesNColsHeur,otherNodesNColsMwis1,otherNodesNColsMwis2,otherNodesNColsExact,otherNodesTime,otherNodesTimePool,otherNodesTimeHeur,otherNodesTimeMwis1,otherNodesTimeMwis2,otherNodesTimeExact
r_n150_p0.25_nA45_nB30_i2,byp_p1,0,150,2794,45,30,-1,-1,TIME_EXCEEDED_LP,time limit reached in LP,900.0,0,0,3.13643,6.0,1.79769e+306,-1.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,142,2675,44,30,3.13643,6.0,0.00124225,0.0,908.16,614,0,0,0,0,614,614,0,0,0,0,614,907.755,6.9513e-05,0.0,0.0,0.0,907.755,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.25_nA45_nB30_i1,byp_p1,0,150,2822,45,30,-1,-1,TIME_EXCEEDED_LP,time limit reached in LP,900.0,0,0,3.25168,7.0,1.79769e+306,-1.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,140,2622,45,30,3.25168,7.0,0.00128249,0.0,904.247,657,0,0,0,0,657,657,0,0,0,0,657,903.8,8.0083e-05,0.0,0.0,0.0,903.8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA45_nB30_i0,byp_p1,0,150,5548,45,30,-1,-1,OPTIMAL_RELAX,root relaxation optimal,576.401,1,1,6.40842,12.0,0.465965,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,138,4754,45,30,6.40842,12.0,0.00221459,0.0,576.396,522,0,0,0,0,522,521,0,0,0,0,521,576.127,5.9761e-05,0.0,0.0,0.0,576.127,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.75_nA30_nB30_i1,byp_p1,0,150,8408,30,30,-1,-1,OPTIMAL_RELAX,root relaxation optimal,223.973,1,1,6.42838,11.0,0.415602,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,143,7719,30,30,6.42838,11.0,0.00176991,0.0,223.968,195,0,0,0,0,195,194,0,0,0,0,194,223.912,2.2956e-05,0.0,0.0,0.0,223.912,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.75_nA30_nB45_i1,byp_p1,0,150,8353,30,45,-1,-1,OPTIMAL_RELAX,root relaxation optimal,300.284,1,1,5.83049,11.0,0.469956,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,146,7981,30,45,5.83049,11.0,0.002263,0.0,300.279,170,0,0,0,0,170,169,0,0,0,0,169,300.232,3.4531e-05,0.0,0.0,0.0,300.232,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.75_nA30_nB45_i0,byp_p1,0,150,8394,30,45,-1,-1,OPTIMAL_RELAX,root relaxation optimal,321.427,1,1,6.10349,11.0,0.445137,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,148,8268,30,45,6.10349,11.0,0.00206358,0.0,321.422,170,0,0,0,0,170,169,0,0,0,0,169,321.375,2.1959e-05,0.0,0.0,0.0,321.375,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.75_nA45_nB30_i2,byp_p1,0,150,8354,45,30,-1,-1,INFEASIBLE_RELAX,root relaxation infeasible,0.0026196,1,0,-1.0,-1.0,-1.0,-1.0,0.0,0,0,0,0,0,1.0,1,0,0,0.0,0,0,0,0,0,0,0,0,128,6158,44,30,-1.0,-1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.25_nA45_nB45_i1,byp_p1,0,150,2820,45,45,-1,-1,TIME_EXCEEDED_LP,time limit reached in LP,900.0,0,0,2.9264,5.0,1.79769e+306,-1.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,148,2910,45,45,2.9264,5.0,0.00151633,0.0,904.913,514,0,0,0,0,514,514,0,0,0,0,514,904.587,6.938e-05,0.0,0.0,0.0,904.587,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.75_nA30_nB30_i2,byp_p1,0,150,8343,30,30,-1,-1,OPTIMAL_RELAX,root relaxation optimal,369.863,1,1,5.84623,11.0,0.468524,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,150,8433,30,30,5.84623,11.0,0.00196374,0.0,369.859,188,0,0,0,0,188,187,0,0,0,0,187,369.803,2.7135e-05,0.0,0.0,0.0,369.803,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA45_nB45_i1,byp_p1,0,150,5542,45,45,-1,-1,OPTIMAL_RELAX,root relaxation optimal,681.853,1,1,5.64315,9.0,0.372983,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,139,4857,45,45,5.64315,9.0,0.00255636,0.0,681.847,445,0,0,0,0,445,444,0,0,0,0,444,681.61,5.4159e-05,0.0,0.0,0.0,681.61,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA45_nB30_i1,byp_p1,0,150,5541,45,30,-1,-1,OPTIMAL_RELAX,root relaxation optimal,413.552,1,1,6.50042,11.0,0.409052,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,132,4369,45,30,6.50042,11.0,0.00200241,0.0,413.547,530,0,0,0,0,530,529,0,0,0,0,529,413.27,6.2111e-05,0.0,0.0,0.0,413.27,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.25_nA45_nB30_i0,byp_p1,0,150,2747,45,30,-1,-1,TIME_EXCEEDED_LP,time limit reached in LP,900.0,0,0,3.15589,6.0,1.79769e+306,-1.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,143,2644,45,30,3.15589,6.0,0.00140108,0.0,912.384,636,0,0,0,0,636,636,0,0,0,0,636,911.932,7.2837e-05,0.0,0.0,0.0,911.932,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA45_nB30_i2,byp_p1,0,150,5567,45,30,-1,-1,INFEASIBLE_RELAX,root relaxation infeasible,0.00134293,1,0,-1.0,-1.0,-1.0,-1.0,0.0,0,0,0,0,0,1.0,1,0,0,0.0,0,0,0,0,0,0,0,0,140,4961,44,30,-1.0,-1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.75_nA45_nB45_i2,byp_p1,0,150,8347,45,45,-1,-1,OPTIMAL_RELAX,root relaxation optimal,389.56,1,1,9.93045,14.0,0.290682,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,138,7115,45,45,9.93045,14.0,0.00319499,0.0,389.553,289,0,0,0,0,289,288,0,0,0,0,288,389.429,5.0443e-05,0.0,0.0,0.0,389.429,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.75_nA45_nB45_i1,byp_p1,0,150,8352,45,45,-1,-1,OPTIMAL_RELAX,root relaxation optimal,197.689,1,1,10.1201,15.0,0.325329,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,129,6229,45,45,10.1201,15.0,0.00282391,0.0,197.682,268,0,0,0,0,268,267,0,0,0,0,267,197.588,2.8404e-05,0.0,0.0,0.0,197.588,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.25_nA30_nB30_i2,byp_p1,0,150,2797,30,30,-1,-1,TIME_EXCEEDED_LP,time limit reached in LP,900.0,0,0,1.82843,4.0,1.79769e+306,-1.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,150,3048,30,30,1.82843,4.0,0.000857785,0.0,918.886,283,0,0,0,0,283,283,0,0,0,0,283,918.806,3.3313e-05,0.0,0.0,0.0,918.806,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA30_nB30_i2,byp_p1,0,150,5522,30,30,-1,-1,TIME_EXCEEDED_LP,time limit reached in LP,900.0,0,0,3.40385,7.0,1.79769e+306,-1.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,150,5701,30,30,3.40385,7.0,0.00154228,0.0,915.431,256,0,0,0,0,256,256,0,0,0,0,256,915.346,3.2769e-05,0.0,0.0,0.0,915.346,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.25_nA30_nB45_i2,byp_p1,0,150,2796,30,45,-1,-1,TIME_EXCEEDED_LP,time limit reached in LP,900.0,0,0,1.78173,4.0,1.79769e+306,-1.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,150,3059,30,45,1.78173,4.0,0.000908818,0.0,911.092,252,0,0,0,0,252,252,0,0,0,0,252,911.025,3.0209e-05,0.0,0.0,0.0,911.025,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.25_nA30_nB30_i0,byp_p1,0,150,2747,30,30,-1,-1,TIME_EXCEEDED_LP,time limit reached in LP,900.0,0,0,1.88222,4.0,1.79769e+306,-1.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,150,3023,30,30,1.88222,4.0,0.000907828,0.0,901.441,289,0,0,0,0,289,289,0,0,0,0,289,901.352,3.9905e-05,0.0,0.0,0.0,901.352,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.25_nA45_nB45_i0,byp_p1,0,150,2747,45,45,-1,-1,OPTIMAL_RELAX,root relaxation optimal,504.398,1,1,3.0,5.0,0.4,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,150,2917,45,45,3.0,5.0,0.00143122,0.0,504.394,508,0,0,0,0,508,507,0,0,0,0,507,504.072,7.3828e-05,0.0,0.0,0.0,504.072,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA30_nB45_i1,byp_p1,0,150,5541,30,45,-1,-1,OPTIMAL_RELAX,root relaxation optimal,475.536,1,1,3.5038,7.0,0.499457,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,147,5485,30,45,3.5038,7.0,0.00163191,0.0,475.532,200,0,0,0,0,200,199,0,0,0,0,199,475.476,2.7041e-05,0.0,0.0,0.0,475.476,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.75_nA45_nB30_i0,byp_p1,0,150,8394,45,30,-1,-1,OPTIMAL_RELAX,root relaxation optimal,146.264,1,1,13.5518,-1.0,-1.0,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,1,1,134,6710,45,30,13.5518,-1.0,0.000223448,0.0,146.26,312,0,0,0,0,312,311,0,0,0,0,311,146.167,3.3529e-05,0.0,0.0,0.0,146.167,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.75_nA30_nB30_i0,byp_p1,0,150,8394,30,30,-1,-1,OPTIMAL_RELAX,root relaxation optimal,271.912,1,1,6.18696,10.0,0.381304,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,147,8159,30,30,6.18696,10.0,0.0019549,0.0,271.908,172,0,0,0,0,172,171,0,0,0,0,171,271.857,2.84e-05,0.0,0.0,0.0,271.857,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.75_nA30_nB45_i2,byp_p1,0,150,8343,30,45,-1,-1,OPTIMAL_RELAX,root relaxation optimal,339.201,1,1,5.75462,9.0,0.360598,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,150,8443,30,45,5.75462,9.0,0.00206703,0.0,339.196,168,0,0,0,0,168,167,0,0,0,0,167,339.148,2.7495e-05,0.0,0.0,0.0,339.148,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.25_nA30_nB30_i1,byp_p1,0,150,2834,30,30,-1,-1,TIME_EXCEEDED_LP,time limit reached in LP,900.0,0,0,1.89922,3.0,1.79769e+306,-1.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,149,3080,30,30,1.89922,3.0,0.000886403,0.0,903.301,335,0,0,0,0,335,335,0,0,0,0,335,903.195,4.1202e-05,0.0,0.0,0.0,903.195,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA45_nB45_i0,byp_p1,0,150,5548,45,45,-1,-1,TIME_EXCEEDED_LP,time limit reached in LP,900.0,0,0,5.45256,11.0,1.79769e+306,-1.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,149,5584,45,45,5.45256,11.0,0.00265434,0.0,911.357,466,0,0,0,0,466,466,0,0,0,0,466,911.088,6.2355e-05,0.0,0.0,0.0,911.088,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.25_nA30_nB45_i1,byp_p2,0,150,2822,30,45,-1,-1,OPTIMAL_RELAX,root relaxation optimal,696.387,1,1,1.91186,3.0,0.362715,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,150,3095,30,45,1.91186,3.0,0.000873333,0.0,696.383,11640,0,11600,0,0,40,536,0,497,0,0,39,696.334,1.2143e-05,1.46886,0.0,0.0,694.865,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA30_nB30_i0,byp_p2,0,150,5548,30,30,-1,-1,OPTIMAL_RELAX,root relaxation optimal,501.047,1,1,3.50245,7.0,0.49965,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,149,5660,30,30,3.50245,7.0,0.00149047,0.0,501.043,8128,0,8100,0,0,28,443,0,416,0,0,27,501.004,8.187e-06,0.990038,0.0,0.0,500.014,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.25_nA30_nB45_i0,byp_p2,0,150,2747,30,45,-1,-1,TIME_EXCEEDED_LP,time limit reached in LP,900.0,0,0,1.8875,3.0,1.79769e+306,-1.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,149,2983,30,45,1.8875,3.0,0.000901513,0.0,916.533,13744,0,13700,0,0,44,587,0,543,0,0,44,916.472,1.3345e-05,1.65581,0.0,0.0,914.816,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA30_nB45_i0,byp_p2,0,150,5548,30,45,-1,-1,OPTIMAL_RELAX,root relaxation optimal,525.013,1,1,3.4175,6.0,0.430416,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,148,5580,30,45,3.4175,6.0,0.00162688,0.0,525.009,7327,0,7300,0,0,27,402,0,376,0,0,26,524.974,7.187e-06,0.852526,0.0,0.0,524.122,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.25_nA45_nB45_i2,byp_p2,0,150,2800,45,45,-1,-1,TIME_EXCEEDED_LP,time limit reached in LP,900.0,0,0,2.89706,6.0,1.79769e+306,-1.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,148,2869,45,45,2.89706,6.0,0.00140713,0.0,916.683,16844,0,16800,0,0,44,916,0,872,0,0,44,916.511,1.341e-05,2.09897,0.0,0.0,914.412,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
