instance,solver,run,nvertices,nedges,nP,nQ,nvars,ncons,state,terminationReason,time,nodes,nodesLeft,lb,ub,gap,initialHeurValue,initialHeurTime,initialSemigreedyIters,nNodesInt,nNodesFrac,nNodesGcp,nNodesTrivial,nNodesInfeas,nNodesInfeasPrepro,nNodesInfeasCheck,nNodesInfeasAux,gcpAvgTime,nsol,nsolHeur,nsolLR,nsolGCP,nsolTrivial,ninitSol,ninitDummy,ninit,rootNVertices,rootNEdges,rootNP,rootNQ,rootlb,rootub,rootHeurTime,rootFeasTime,rootCgTime,rootNCalls,rootNCallsPool,rootNCallsHeur,rootNCallsMwis1,rootNCallsMwis2,rootNCallsExact,rootNCols,rootNColsPool,rootNColsHeur,rootNColsMwis1,rootNColsMwis2,rootNColsExact,rootTime,rootTimePool,rootTimeHeur,rootTimeMwis1,rootTimeMwis2,rootTimeExact,otherNodesHeurTime,otherNodesFeasNCalls,otherNodesFeasTime,otherNodesNCalls,otherNodesNCallsPool,otherNodesNCallsHeur,otherNodesNCallsMwis1,otherNodesNCallsMwis2,otherNodesNCallsExact,otherNodesNCols,otherNodesNColsPool,otherNodesNColsHeur,otherNodesNColsMwis1,otherNodesNColsMwis2,otherNodesNColsExact,otherNodesTime,otherNodesTimePool,otherNodesTimeHeur,otherNodesTimeMwis1,otherNodesTimeMwis2,otherNodesTimeExact
r_n150_p0.5_nA45_nB45_i2,byp_p2,0,150,5526,45,45,-1,-1,OPTIMAL_RELAX,root relaxation optimal,433.068,1,1,5.51934,9.0,0.38674,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,142,5040,45,45,5.51934,9.0,0.00254708,0.0,433.063,11741,0,11700,0,0,41,658,0,618,0,0,40,432.963,1.1223e-05,1.33515,0.0,0.0,431.628,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.75_nA45_nB45_i0,byp_p2,0,150,8394,45,45,-1,-1,OPTIMAL_RELAX,root relaxation optimal,143.714,1,1,9.85557,-1.0,-1.0,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,1,1,149,8335,45,45,9.85557,-1.0,0.000947392,0.0,143.71,6023,0,6000,0,0,23,401,0,379,0,0,22,143.665,7.33e-06,0.714475,0.0,0.0,142.951,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA30_nB30_i1,byp_p2,0,150,5562,30,30,-1,-1,OPTIMAL_RELAX,root relaxation optimal,567.413,1,1,3.69525,6.0,0.384125,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,148,5585,30,30,3.69525,6.0,0.00158824,0.0,567.409,8133,0,8100,0,0,33,451,0,419,0,0,32,567.369,8.943e-06,0.96283,0.0,0.0,566.407,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA30_nB45_i2,byp_p2,0,150,5525,30,45,-1,-1,OPTIMAL_RELAX,root relaxation optimal,478.862,1,1,3.26947,6.0,0.455089,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,150,5705,30,45,3.26947,6.0,0.00162718,0.0,478.858,8129,0,8100,0,0,29,390,0,362,0,0,28,478.824,7.95e-06,1.01824,0.0,0.0,477.806,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.75_nA45_nB30_i1,byp_p2,0,150,8353,45,30,-1,-1,OPTIMAL_RELAX,root relaxation optimal,18.7145,1,1,14.75,16.0,0.078125,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,94,3307,43,30,14.75,16.0,0.00178903,0.0,18.7072,8847,0,8800,0,0,47,350,0,304,0,0,46,18.6725,9.506e-06,0.362234,0.0,0.0,18.3102,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.25_nA45_nB30_i2,byp_p2,0,150,2794,45,30,-1,-1,TIME_EXCEEDED_LP,time limit reached in LP,900.0,0,0,3.12498,6.0,1.79769e+306,-1.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,142,2675,44,30,3.12498,6.0,0.00128062,0.0,902.51,19592,0,19500,0,0,92,1043,0,951,0,0,92,902.304,2.2021e-05,1.88875,0.0,0.0,900.415,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.25_nA45_nB30_i1,byp_p2,0,150,2822,45,30,-1,-1,TIME_EXCEEDED_LP,time limit reached in LP,900.0,0,0,3.24222,7.0,1.79769e+306,-1.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,140,2622,45,30,3.24222,7.0,0.0013792,0.0,900.622,22482,0,22400,0,0,82,1254,0,1172,0,0,82,900.336,2.478e-05,2.45637,0.0,0.0,897.88,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA45_nB30_i0,byp_p2,0,150,5548,45,30,-1,-1,OPTIMAL_RELAX,root relaxation optimal,334.705,1,1,6.40842,12.0,0.465965,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,138,4754,45,30,6.40842,12.0,0.00223867,0.0,334.7,15380,0,15300,0,0,80,846,0,767,0,0,79,334.565,1.8657e-05,1.73043,0.0,0.0,332.835,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.75_nA30_nB30_i1,byp_p2,0,150,8408,30,30,-1,-1,OPTIMAL_RELAX,root relaxation optimal,100.95,1,1,6.42838,11.0,0.415602,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,143,7719,30,30,6.42838,11.0,0.00181076,0.0,100.945,4518,0,4500,0,0,18,295,0,278,0,0,17,100.921,4.619e-06,0.41951,0.0,0.0,100.502,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.75_nA30_nB45_i1,byp_p2,0,150,8353,30,45,-1,-1,OPTIMAL_RELAX,root relaxation optimal,146.42,1,1,5.83049,11.0,0.469956,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,146,7981,30,45,5.83049,11.0,0.00221549,0.0,146.415,4720,0,4700,0,0,20,254,0,235,0,0,19,146.393,4.629e-06,0.465057,0.0,0.0,145.928,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.75_nA30_nB45_i0,byp_p2,0,150,8394,30,45,-1,-1,OPTIMAL_RELAX,root relaxation optimal,116.386,1,1,6.10349,11.0,0.445137,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,148,8268,30,45,6.10349,11.0,0.00205355,0.0,116.381,5220,0,5200,0,0,20,290,0,271,0,0,19,116.355,6.066e-06,0.552852,0.0,0.0,115.802,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.75_nA45_nB30_i2,byp_p2,0,150,8354,45,30,-1,-1,INFEASIBLE_RELAX,root relaxation infeasible,0.00264431,1,0,-1.0,-1.0,-1.0,-1.0,0.0,0,0,0,0,0,1.0,1,0,0,0.0,0,0,0,0,0,0,0,0,128,6158,44,30,-1.0,-1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.25_nA45_nB45_i1,byp_p2,0,150,2820,45,45,-1,-1,TIME_EXCEEDED_LP,time limit reached in LP,900.0,0,0,2.91761,5.0,1.79769e+306,-1.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,148,2910,45,45,2.91761,5.0,0.00152176,0.0,913.337,16954,0,16900,0,0,54,1031,0,977,0,0,54,913.141,1.6374e-05,2.10638,0.0,0.0,911.035,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.75_nA30_nB30_i2,byp_p2,0,150,8343,30,30,-1,-1,OPTIMAL_RELAX,root relaxation optimal,219.524,1,1,5.84623,11.0,0.468524,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,150,8433,30,30,5.84623,11.0,0.00193834,0.0,219.52,5327,0,5300,0,0,27,294,0,268,0,0,26,219.492,7.242e-06,0.649291,0.0,0.0,218.843,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA45_nB45_i1,byp_p2,0,150,5542,45,45,-1,-1,OPTIMAL_RELAX,root relaxation optimal,262.327,1,1,5.64315,9.0,0.372983,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,139,4857,45,45,5.64315,9.0,0.00246225,0.0,262.321,11334,0,11300,0,0,34,633,0,600,0,0,33,262.228,1.0278e-05,1.29042,0.0,0.0,260.937,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA45_nB30_i1,byp_p2,0,150,5541,45,30,-1,-1,OPTIMAL_RELAX,root relaxation optimal,148.063,1,1,6.50042,11.0,0.409052,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,132,4369,45,30,6.50042,11.0,0.00203228,0.0,148.058,12748,0,12700,0,0,48,747,0,700,0,0,47,147.949,1.2812e-05,1.25976,0.0,0.0,146.69,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.25_nA45_nB30_i0,byp_p2,0,150,2747,45,30,-1,-1,TIME_EXCEEDED_LP,time limit reached in LP,900.0,0,0,3.14365,6.0,1.79769e+306,-1.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,143,2644,45,30,3.14365,6.0,0.00130459,0.0,912.776,22884,0,22800,0,0,84,1116,0,1032,0,0,84,912.521,2.716e-05,2.62366,0.0,0.0,909.898,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA45_nB30_i2,byp_p2,0,150,5567,45,30,-1,-1,INFEASIBLE_RELAX,root relaxation infeasible,0.00135537,1,0,-1.0,-1.0,-1.0,-1.0,0.0,0,0,0,0,0,1.0,1,0,0,0.0,0,0,0,0,0,0,0,0,140,4961,44,30,-1.0,-1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.75_nA45_nB45_i2,byp_p2,0,150,8347,45,45,-1,-1,OPTIMAL_RELAX,root relaxation optimal,99.2326,1,1,9.93045,14.0,0.290682,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,138,7115,45,45,9.93045,14.0,0.00321605,0.0,99.2257,4519,0,4500,0,0,19,303,0,285,0,0,18,99.1897,5.899e-06,0.441772,0.0,0.0,98.748,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.75_nA45_nB45_i1,byp_p2,0,150,8352,45,45,-1,-1,OPTIMAL_RELAX,root relaxation optimal,50.7514,1,1,10.1201,15.0,0.325329,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,129,6229,45,45,10.1201,15.0,0.00274447,0.0,50.7446,4615,0,4600,0,0,15,361,0,347,0,0,14,50.7112,5.108e-06,0.407549,0.0,0.0,50.3036,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.25_nA30_nB30_i2,byp_p2,0,150,2797,30,30,-1,-1,OPTIMAL_RELAX,root relaxation optimal,875.047,1,1,1.82546,4.0,0.543636,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,150,3048,30,30,1.82546,4.0,0.000865827,0.0,875.044,15250,0,15200,0,0,50,720,0,671,0,0,49,874.966,1.6178e-05,1.87471,0.0,0.0,873.092,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA30_nB30_i2,byp_p2,0,150,5522,30,30,-1,-1,OPTIMAL_RELAX,root relaxation optimal,900.0,1,1,3.4034,7.0,0.513799,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,150,5701,30,30,3.4034,7.0,0.00154987,0.0,919.079,9039,0,9000,0,0,39,497,0,459,0,0,38,919.03,1.1972e-05,1.09371,0.0,0.0,917.937,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.25_nA30_nB45_i2,byp_p2,0,150,2796,30,45,-1,-1,TIME_EXCEEDED_LP,time limit reached in LP,900.0,0,0,1.78212,4.0,1.79769e+306,-1.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,150,3059,30,45,1.78212,4.0,0.000873007,0.0,901.094,13342,0,13300,0,0,42,597,0,555,0,0,42,901.035,1.2851e-05,1.69556,0.0,0.0,899.339,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.25_nA30_nB30_i0,byp_p2,0,150,2747,30,30,-1,-1,TIME_EXCEEDED_LP,time limit reached in LP,900.0,0,0,1.87983,4.0,1.79769e+306,-1.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,150,3023,30,30,1.87983,4.0,0.000906954,0.0,924.037,13745,0,13700,0,0,45,662,0,617,0,0,45,923.969,1.4518e-05,1.71003,0.0,0.0,922.259,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.25_nA45_nB45_i0,byp_p2,0,150,2747,45,45,-1,-1,OPTIMAL_RELAX,root relaxation optimal,98.9187,1,1,3.0,5.0,0.4,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,150,2917,45,45,3.0,5.0,0.00142461,0.0,98.9143,10009,0,10000,0,0,9,909,0,901,0,0,8,98.7892,6.983e-06,1.29358,0.0,0.0,97.4956,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA30_nB45_i1,byp_p2,0,150,5541,30,45,-1,-1,OPTIMAL_RELAX,root relaxation optimal,252.604,1,1,3.5038,7.0,0.499457,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,147,5485,30,45,3.5038,7.0,0.00163028,0.0,252.6,6728,0,6700,0,0,28,390,0,363,0,0,27,252.57,7.12e-06,0.77167,0.0,0.0,251.799,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.75_nA45_nB30_i0,byp_p2,0,150,8394,45,30,-1,-1,OPTIMAL_RELAX,root relaxation optimal,78.8967,1,1,13.5518,-1.0,-1.0,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,1,1,134,6710,45,30,13.5518,-1.0,0.000221383,0.0,78.8931,16471,0,16400,0,0,71,523,0,453,0,0,70,78.8134,2.0455e-05,1.65997,0.0,0.0,77.1534,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.75_nA30_nB30_i0,byp_p2,0,150,8394,30,30,-1,-1,OPTIMAL_RELAX,root relaxation optimal,107.844,1,1,6.18696,10.0,0.381304,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,147,8159,30,30,6.18696,10.0,0.00195628,0.0,107.839,4716,0,4700,0,0,16,323,0,308,0,0,15,107.813,4.232e-06,0.491567,0.0,0.0,107.321,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.75_nA30_nB45_i2,byp_p2,0,150,8343,30,45,-1,-1,OPTIMAL_RELAX,root relaxation optimal,166.655,1,1,5.75462,9.0,0.360598,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,150,8443,30,45,5.75462,9.0,0.0020943,0.0,166.651,4219,0,4200,0,0,19,266,0,248,0,0,18,166.628,6.904e-06,0.478241,0.0,0.0,166.15,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.25_nA30_nB30_i1,byp_p2,0,150,2834,30,30,-1,-1,OPTIMAL_RELAX,root relaxation optimal,852.532,1,1,1.89718,3.0,0.367605,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,149,3080,30,30,1.89718,3.0,0.000885035,0.0,852.528,14645,0,14600,0,0,45,694,0,650,0,0,44,852.45,1.419e-05,1.87729,0.0,0.0,850.572,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA45_nB45_i0,byp_p2,0,150,5548,45,45,-1,-1,OPTIMAL_RELAX,root relaxation optimal,693.323,1,1,5.45256,11.0,0.504313,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,149,5584,45,45,5.45256,11.0,0.00263054,0.0,693.317,15087,0,15000,0,0,87,654,0,568,0,0,86,693.183,2.2292e-05,1.83807,0.0,0.0,691.345,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.25_nA30_nB45_i1,byp_p4,0,150,2822,30,45,-1,-1,OPTIMAL_RELAX,root relaxation optimal,389.888,1,1,1.91186,3.0,0.362715,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,150,3095,30,45,1.91186,3.0,0.000882386,0.0,389.885,13272,0,13200,0,52,20,543,0,492,0,32,19,389.833,9.615e-06,1.68864,0.0,6.91049,381.234,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA30_nB30_i0,byp_p4,0,150,5548,30,30,-1,-1,OPTIMAL_RELAX,root relaxation optimal,553.062,1,1,3.50245,7.0,0.49965,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,149,5660,30,30,3.50245,7.0,0.00157104,0.0,553.058,8958,0,8900,0,31,27,463,0,433,0,4,26,553.016,8.336e-06,1.08683,0.0,0.59744,551.332,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.25_nA30_nB45_i0,byp_p4,0,150,2747,30,45,-1,-1,TIME_EXCEEDED_LP,time limit reached in LP,900.0,0,0,1.88656,3.0,1.79769e+306,-1.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,149,2983,30,45,1.88656,3.0,0.000900499,0.0,911.009,15092,0,15000,0,55,37,569,0,514,0,18,37,910.944,1.5043e-05,1.80662,0.0,10.7329,898.404,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA30_nB45_i0,byp_p4,0,150,5548,30,45,-1,-1,OPTIMAL_RELAX,root relaxation optimal,373.653,1,1,3.4175,6.0,0.430416,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,148,5580,30,45,3.4175,6.0,0.00157227,0.0,373.649,7550,0,7500,0,28,22,399,0,372,0,6,21,373.613,8.134e-06,0.881893,0.0,0.573272,372.158,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.25_nA45_nB45_i2,byp_p4,0,150,2800,45,45,-1,-1,TIME_EXCEEDED_LP,time limit reached in LP,900.0,0,0,2.89709,6.0,1.79769e+306,-1.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,148,2869,45,45,2.89709,6.0,0.00132396,0.0,922.747,17888,0,17800,0,48,40,913,0,865,0,8,40,922.569,1.3966e-05,2.20871,0.0,7.02134,913.339,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA45_nB45_i2,byp_p4,0,150,5526,45,45,-1,-1,OPTIMAL_RELAX,root relaxation optimal,429.854,1,1,5.51934,9.0,0.38674,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,142,5040,45,45,5.51934,9.0,0.00248697,0.0,429.848,11879,0,11800,0,40,39,656,0,617,0,1,38,429.748,1.2481e-05,1.34946,0.0,0.485477,427.913,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.75_nA45_nB45_i0,byp_p4,0,150,8394,45,45,-1,-1,OPTIMAL_RELAX,root relaxation optimal,153.275,1,1,9.85557,-1.0,-1.0,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,1,1,149,8335,45,45,9.85557,-1.0,0.000945279,0.0,153.272,6748,0,6700,0,25,23,407,0,383,0,2,22,153.224,6.123e-06,0.8015,0.0,0.246731,152.176,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA30_nB30_i1,byp_p4,0,150,5562,30,30,-1,-1,OPTIMAL_RELAX,root relaxation optimal,545.994,1,1,3.69525,6.0,0.384125,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,148,5585,30,30,3.69525,6.0,0.00159082,0.0,545.99,8369,0,8300,0,35,34,469,0,435,0,1,33,545.948,8.715e-06,0.98795,0.0,0.471762,544.488,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA30_nB45_i2,byp_p4,0,150,5525,30,45,-1,-1,OPTIMAL_RELAX,root relaxation optimal,348.191,1,1,3.26947,6.0,0.455089,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,150,5705,30,45,3.26947,6.0,0.00160427,0.0,348.187,7340,0,7300,0,22,18,392,0,371,0,4,17,348.155,6.257e-06,0.900167,0.0,0.48924,346.766,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.75_nA45_nB30_i1,byp_p4,0,150,8353,45,30,-1,-1,OPTIMAL_RELAX,root relaxation optimal,18.6925,1,1,14.75,16.0,0.078125,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,94,3307,43,30,14.75,16.0,0.00182114,0.0,18.6852,8894,0,8800,0,47,47,350,0,304,0,0,46,18.6505,9.247e-06,0.363459,0.0,0.0729757,18.214,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.25_nA45_nB30_i2,byp_p4,0,150,2794,45,30,-1,-1,TIME_EXCEEDED_LP,time limit reached in LP,900.0,0,0,3.12511,6.0,1.79769e+306,-1.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,142,2675,44,30,3.12511,6.0,0.00127006,0.0,914.267,22191,0,22000,0,100,91,1070,0,970,0,9,91,914.037,2.0627e-05,2.08441,0.0,6.76589,905.187,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.25_nA45_nB30_i1,byp_p4,0,150,2822,45,30,-1,-1,TIME_EXCEEDED_LP,time limit reached in LP,900.0,0,0,3.24316,7.0,1.79769e+306,-1.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,140,2622,45,30,3.24316,7.0,0.00129887,0.0,912.313,21060,0,20900,0,81,79,1270,0,1189,0,2,79,912.04,2.1009e-05,2.29205,0.0,3.66285,906.085,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
