instance,solver,run,nvertices,nedges,nP,nQ,nvars,ncons,state,terminationReason,time,nodes,nodesLeft,lb,ub,gap,nNodesInt,nNodesFrac,nNodesGcp,nNodesTrivial,nNodesInfeas,nNodesInfeasPrepro,nNodesInfeasCheck,nNodesInfeasAux,gcpAvgTime,nsol,nsolHeur,nsolLR,nsolGCP,nsolTrivial,ninitSol,ninitDummy,ninit,rootlb,rootub,rootHeurTime,rootFeasTime,rootNCalls,rootNCallsPool,rootNCallsHeur,rootNCallsMwis1,rootNCallsMwis2,rootNCallsExact,rootNCols,rootNColsPool,rootNColsHeur,rootNColsMwis1,rootNColsMwis2,rootNColsExact,rootTime,rootTimePool,rootTimeHeur,rootTimeMwis1,rootTimeMwis2,rootTimeExact,otherNodesHeurTime,otherNodesFeasNCalls,otherNodesFeasTime,otherNodesNCalls,otherNodesNCallsPool,otherNodesNCallsHeur,otherNodesNCallsMwis1,otherNodesNCallsMwis2,otherNodesNCallsExact,otherNodesNCols,otherNodesNColsPool,otherNodesNColsHeur,otherNodesNColsMwis1,otherNodesNColsMwis2,otherNodesNColsExact,otherNodesTime,otherNodesTimePool,otherNodesTimeHeur,otherNodesTimeMwis1,otherNodesTimeMwis2,otherNodesTimeExact
r_n60_p0.5_nA6_nB1_i0,feas-enum_,0,60,885,6,1,-1,-1,FEASIBLE,time limit with feasible solution,0.00214538,0,0,6.0,-1.0,-1.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n70_p0.75_nA7_nB2_i2,feas-enum_,0,70,1799,7,2,-1,-1,FEASIBLE,time limit with feasible solution,0.00309672,0,0,7.0,-1.0,-1.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n70_p0.75_nA14_nB2_i1,feas-enum_,0,70,1795,14,2,-1,-1,INFEASIBLE,infeasibility proven,0.00308823,0,0,8.0,-1.0,-1.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n50_p0.25_nA10_nB3_i1,byp_,0,50,301,10,3,-1,-1,OPTIMAL,optimality proven,0.685767,1,0,1.0,1.0,0.0,1,0,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,1.0,1.0,0.679779,0.0,102,0,100,1,0,1,0,0,0,0,0,0,0.00432573,2.07e-07,0.00110906,2.2821e-05,0.0,0.00319364,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n70_p0.75_nA14_nB3_i1,byp_,0,70,1803,14,3,-1,-1,INFEASIBLE,infeasibility proven,2.17116,1,0,-1.0,-2147483648.0,-1.0,0,0,0,0,1.0,0,0,1,0.0,0,0,0,0,0,0,1,1,253.0,-1.0,1.81311,0.0,1621,0,1600,7,7,7,79,0,73,0,0,6,0.353254,1.032e-06,0.028602,0.000172906,0.0213072,0.303171,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n70_p0.75_nA7_nB4_i2,feas-ilp_,0,70,1808,7,4,-1,-1,FEASIBLE,time limit with feasible solution,0.00420582,0,0,7.0,-1.0,-1.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n70_p0.75_nA7_nB1_i1,feas-enum_,0,70,1794,7,1,-1,-1,INFEASIBLE,infeasibility proven,0.00304982,0,0,5.0,-1.0,-1.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n70_p0.75_nA7_nB3_i1,feas-enum_,0,70,1804,7,3,-1,-1,FEASIBLE,time limit with feasible solution,0.00398966,0,0,7.0,-1.0,-1.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n50_p0.25_nA10_nB1_i2,feas-ilp_,0,50,287,10,1,-1,-1,FEASIBLE,time limit with feasible solution,0.00711002,0,0,10.0,-1.0,-1.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n50_p0.25_nA10_nB1_i0,feas-ilp_,0,50,302,10,1,-1,-1,FEASIBLE,time limit with feasible solution,0.00282585,0,0,9.0,-1.0,-1.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n60_p0.5_nA12_nB4_i0,feas-ilp_,0,60,885,12,4,-1,-1,FEASIBLE,time limit with feasible solution,0.00327684,0,0,12.0,-1.0,-1.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n60_p0.5_nA12_nB4_i1,byp_,0,60,855,12,4,-1,-1,OPTIMAL,optimality proven,2.65387,1,0,3.0,3.0,0.0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,2.22222,3.0,1.35953,0.0,2321,0,2300,11,0,10,101,0,91,1,0,9,1.28926,1.405e-06,0.0319703,0.0004179,0.0,1.25687,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n70_p0.75_nA14_nB4_i2,feas-enum_,0,70,1808,14,4,-1,-1,INFEASIBLE,infeasibility proven,0.00195614,0,0,12.0,-1.0,-1.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n70_p0.75_nA14_nB4_i1,feas-enum_,0,70,1795,14,4,-1,-1,INFEASIBLE,infeasibility proven,0.00348607,0,0,12.0,-1.0,-1.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n60_p0.5_nA12_nB2_i2,feas-ilp_,0,60,882,12,2,-1,-1,INFEASIBLE,infeasibility proven,0.0181361,0,0,11.0,-1.0,-1.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n50_p0.25_nA5_nB4_i1,byp_,0,50,302,5,4,-1,-1,OPTIMAL,optimality proven,0.460181,1,0,1.0,1.0,0.0,1,0,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,1.0,1.0,0.455059,0.0,102,0,100,1,0,1,0,0,0,0,0,0,0.00378911,4.32e-07,0.00083085,4.1411e-05,0.0,0.00291641,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n50_p0.25_nA10_nB4_i0,feas-enum_,0,50,302,10,4,-1,-1,FEASIBLE,time limit with feasible solution,0.000818272,0,0,10.0,-1.0,-1.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n70_p0.75_nA7_nB2_i1,feas-enum_,0,70,1795,7,2,-1,-1,FEASIBLE,time limit with feasible solution,0.00329504,0,0,7.0,-1.0,-1.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n70_p0.75_nA14_nB2_i2,feas-enum_,0,70,1799,14,2,-1,-1,INFEASIBLE,infeasibility proven,0.000892599,0,0,8.0,-1.0,-1.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n70_p0.75_nA14_nB1_i1,byp_,0,70,1795,14,1,-1,-1,INFEASIBLE,infeasibility proven,1.45543,1,0,-1.0,-2147483648.0,-1.0,0,0,0,0,1.0,0,0,1,0.0,0,0,0,0,0,0,1,1,699.529,-1.0,0.738706,0.0,1205,0,1200,1,3,1,70,0,68,0,2,0,0.712593,8.23e-07,0.0219635,2.3289e-05,0.0103862,0.680219,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n50_p0.25_nA5_nB4_i1,feas-ilp_,0,50,302,5,4,-1,-1,FEASIBLE,time limit with feasible solution,0.00121425,0,0,5.0,-1.0,-1.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n60_p0.5_nA12_nB4_i0,byp_,0,60,885,12,4,-1,-1,OPTIMAL,optimality proven,2.78869,1,0,3.0,3.0,0.0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,2.33333,3.0,0.984275,0.0,3322,0,3300,12,0,10,94,0,83,2,0,9,1.79822,2.027e-06,0.0464634,0.000736963,0.0,1.75101,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n50_p0.25_nA5_nB3_i1,feas-ilp_,0,50,299,5,3,-1,-1,FEASIBLE,time limit with feasible solution,0.00230026,0,0,5.0,-1.0,-1.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n50_p0.25_nA5_nB3_i0,feas-ilp_,0,50,302,5,3,-1,-1,FEASIBLE,time limit with feasible solution,0.00186637,0,0,5.0,-1.0,-1.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n50_p0.25_nA10_nB4_i2,feas-enum_,0,50,287,10,4,-1,-1,FEASIBLE,time limit with feasible solution,0.000973934,0,0,10.0,-1.0,-1.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n50_p0.25_nA5_nB2_i2,feas-ilp_,0,50,287,5,2,-1,-1,FEASIBLE,time limit with feasible solution,0.00275529,0,0,5.0,-1.0,-1.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n70_p0.75_nA7_nB4_i2,feas-enum_,0,70,1808,7,4,-1,-1,FEASIBLE,time limit with feasible solution,0.00400347,0,0,7.0,-1.0,-1.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n70_p0.75_nA7_nB4_i1,byp_,0,70,1795,7,4,-1,-1,OPTIMAL,optimality proven,6.27085,1,0,2.0,2.0,0.0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,1.7037,2.0,5.856,0.0,803,0,800,1,1,1,53,0,53,0,0,0,0.411367,9.34e-07,0.0144282,0.00310928,0.00316003,0.390669,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n50_p0.25_nA5_nB3_i1,byp_,0,50,299,5,3,-1,-1,OPTIMAL,optimality proven,0.449946,1,0,1.0,1.0,0.0,1,0,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,1.0,1.0,0.444944,0.0,102,0,100,1,0,1,0,0,0,0,0,0,0.00364987,2.33e-07,0.000805642,4.0279e-05,0.0,0.00280371,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n50_p0.25_nA5_nB1_i1,feas-enum_,0,50,302,5,1,-1,-1,FEASIBLE,time limit with feasible solution,0.00160397,0,0,5.0,-1.0,-1.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n50_p0.25_nA10_nB2_i0,byp_,0,50,302,10,2,-1,-1,OPTIMAL,optimality proven,0.498118,1,0,1.0,1.0,0.0,1,0,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,1.0,1.0,0.493017,0.0,102,0,100,1,0,1,0,0,0,0,0,0,0.00367104,1.86e-07,0.000932875,2.4511e-05,0.0,0.00271346,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n50_p0.25_nA5_nB2_i1,feas-enum_,0,50,302,5,2,-1,-1,FEASIBLE,time limit with feasible solution,0.00137073,0,0,5.0,-1.0,-1.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n50_p0.25_nA5_nB4_i0,byp_,0,50,302,5,4,-1,-1,OPTIMAL,optimality proven,0.475275,1,0,1.0,1.0,0.0,1,0,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,1.0,1.0,0.470105,0.0,102,0,100,1,0,1,0,0,0,0,0,0,0.00382996,2.24e-07,0.000873007,3.3288e-05,0.0,0.00292344,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n50_p0.25_nA5_nB3_i2,feas-enum_,0,50,283,5,3,-1,-1,FEASIBLE,time limit with feasible solution,0.00130718,0,0,5.0,-1.0,-1.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n70_p0.75_nA7_nB1_i2,feas-ilp_,0,70,1809,7,1,-1,-1,INFEASIBLE,infeasibility proven,0.339412,0,0,5.40712,-1.0,-1.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n70_p0.75_nA7_nB4_i0,feas-ilp_,0,70,1800,7,4,-1,-1,FEASIBLE,time limit with feasible solution,0.00451733,0,0,7.0,-1.0,-1.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n70_p0.75_nA7_nB4_i1,feas-enum_,0,70,1795,7,4,-1,-1,FEASIBLE,time limit with feasible solution,0.00360583,0,0,7.0,-1.0,-1.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n60_p0.5_nA6_nB4_i0,feas-ilp_,0,60,885,6,4,-1,-1,FEASIBLE,time limit with feasible solution,0.00344035,0,0,6.0,-1.0,-1.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n70_p0.75_nA7_nB3_i0,byp_,0,70,1800,7,3,-1,-1,OPTIMAL,optimality proven,4.68316,1,0,2.0,2.0,0.0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,1.75,2.0,4.66814,0.0,501,0,500,0,1,0,40,0,40,0,0,0,0.0117017,3.8e-07,0.00915153,0.0,0.00254976,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n60_p0.5_nA6_nB3_i1,byp_,0,60,880,6,3,-1,-1,OPTIMAL,optimality proven,0.880156,1,0,1.0,1.0,0.0,1,0,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,1.0,1.0,0.869814,0.0,102,0,100,1,0,1,0,0,0,0,0,0,0.00836155,1.7e-07,0.00134036,4.4884e-05,0.0,0.00697613,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n60_p0.5_nA12_nB3_i0,feas-ilp_,0,60,885,12,3,-1,-1,FEASIBLE,time limit with feasible solution,0.00354392,0,0,12.0,-1.0,-1.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n60_p0.5_nA6_nB1_i0,feas-ilp_,0,60,885,6,1,-1,-1,FEASIBLE,time limit with feasible solution,0.0222524,0,0,6.0,-1.0,-1.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n60_p0.5_nA12_nB1_i0,feas-enum_,0,60,885,12,1,-1,-1,INFEASIBLE,infeasibility proven,0.00201427,0,0,7.0,-1.0,-1.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n70_p0.75_nA7_nB4_i2,byp_,0,70,1808,7,4,-1,-1,OPTIMAL,optimality proven,5.58726,1,0,2.0,2.0,0.0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,1.66667,2.0,5.56569,0.0,901,0,900,0,1,0,49,0,49,0,0,0,0.0179794,9.82e-07,0.0155233,0.0,0.00245513,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n50_p0.25_nA5_nB3_i0,feas-enum_,0,50,302,5,3,-1,-1,FEASIBLE,time limit with feasible solution,0.00127091,0,0,5.0,-1.0,-1.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n60_p0.5_nA6_nB1_i2,feas-enum_,0,60,882,6,1,-1,-1,FEASIBLE,time limit with feasible solution,0.00211162,0,0,6.0,-1.0,-1.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n60_p0.5_nA12_nB3_i1,feas-enum_,0,60,880,12,3,-1,-1,FEASIBLE,time limit with feasible solution,0.0026448,0,0,12.0,-1.0,-1.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n60_p0.5_nA12_nB1_i1,byp_,0,60,883,12,1,-1,-1,INFEASIBLE,infeasibility proven,0.688136,1,0,-1.0,-2147483648.0,-1.0,0,0,0,0,1.0,0,0,1,0.0,0,0,0,0,0,0,1,1,445.444,-1.0,0.179832,0.0,1108,0,1100,4,0,4,55,0,52,0,0,3,0.505127,7.87e-07,0.0164428,7.4535e-05,0.0,0.488609,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n60_p0.5_nA12_nB1_i2,feas-enum_,0,60,882,12,1,-1,-1,INFEASIBLE,infeasibility proven,0.00194915,0,0,7.0,-1.0,-1.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n60_p0.5_nA6_nB3_i2,feas-ilp_,0,60,888,6,3,-1,-1,FEASIBLE,time limit with feasible solution,0.00370497,0,0,6.0,-1.0,-1.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n60_p0.5_nA12_nB2_i2,feas-enum_,0,60,882,12,2,-1,-1,INFEASIBLE,infeasibility proven,0.0021059,0,0,11.0,-1.0,-1.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n50_p0.25_nA10_nB2_i2,feas-enum_,0,50,287,10,2,-1,-1,FEASIBLE,time limit with feasible solution,0.00143701,0,0,10.0,-1.0,-1.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n60_p0.5_nA6_nB2_i2,byp_,0,60,882,6,2,-1,-1,OPTIMAL,optimality proven,0.767889,1,0,1.0,1.0,0.0,1,0,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,1.0,1.0,0.756807,0.0,102,0,100,1,0,1,0,0,0,0,0,0,0.00910637,1.6e-07,0.00149674,4.409e-05,0.0,0.00756538,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
