instance,solver,run,nvertices,nedges,nP,nQ,nvars,ncons,state,terminationReason,time,nodes,nodesLeft,lb,ub,gap,nNodesInt,nNodesFrac,nNodesGcp,nNodesTrivial,nNodesInfeas,nNodesInfeasPrepro,nNodesInfeasCheck,nNodesInfeasAux,gcpAvgTime,nsol,nsolHeur,nsolLR,nsolGCP,nsolTrivial,ninitSol,ninitDummy,ninit,rootlb,rootub,rootHeurTime,rootFeasTime,rootNCalls,rootNCallsPool,rootNCallsHeur,rootNCallsMwis1,rootNCallsMwis2,rootNCallsExact,rootNCols,rootNColsPool,rootNColsHeur,rootNColsMwis1,rootNColsMwis2,rootNColsExact,rootTime,rootTimePool,rootTimeHeur,rootTimeMwis1,rootTimeMwis2,rootTimeExact,otherNodesHeurTime,otherNodesFeasNCalls,otherNodesFeasTime,otherNodesNCalls,otherNodesNCallsPool,otherNodesNCallsHeur,otherNodesNCallsMwis1,otherNodesNCallsMwis2,otherNodesNCallsExact,otherNodesNCols,otherNodesNColsPool,otherNodesNColsHeur,otherNodesNColsMwis1,otherNodesNColsMwis2,otherNodesNColsExact,otherNodesTime,otherNodesTimePool,otherNodesTimeHeur,otherNodesTimeMwis1,otherNodesTimeMwis2,otherNodesTimeExact
r_n70_p0.75_nA14_nB3_i0,feas-ilp_,0,70,1800,14,3,-1,-1,INFEASIBLE,infeasibility proven,0.0194563,0,0,10.0,-1.0,-1.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n60_p0.5_nA6_nB4_i0,byp_,0,60,885,6,4,-1,-1,OPTIMAL,optimality proven,0.98173,1,0,1.0,1.0,0.0,1,0,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,1.0,1.0,0.97143,0.0,102,0,100,1,0,1,0,0,0,0,0,0,0.00839571,1.53e-07,0.00135496,3.9409e-05,0.0,0.00700119,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n70_p0.75_nA14_nB1_i0,byp_,0,70,1800,14,1,-1,-1,INFEASIBLE,infeasibility proven,1.04787,1,0,-1.0,-2147483648.0,-1.0,0,0,0,0,1.0,0,0,1,0.0,0,0,0,0,0,0,1,1,702.754,-1.0,0.497061,0.0,1106,0,1100,1,4,1,66,0,63,0,3,0,0.546694,6.13e-07,0.0176415,2.4096e-05,0.0134196,0.515608,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n70_p0.75_nA7_nB3_i0,feas-enum_,0,70,1800,7,3,-1,-1,FEASIBLE,time limit with feasible solution,0.00369228,0,0,7.0,-1.0,-1.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n70_p0.75_nA14_nB3_i2,byp_,0,70,1801,14,3,-1,-1,INFEASIBLE,infeasibility proven,1.49831,1,0,-1.0,-2147483648.0,-1.0,0,0,0,0,1.0,0,0,1,0.0,0,0,0,0,0,0,1,1,358.556,-1.0,0.838005,0.0,1920,0,1900,7,8,5,78,0,71,2,1,4,0.655218,1.686e-06,0.0309695,0.000214892,0.0264204,0.597612,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n50_p0.25_nA10_nB1_i0,feas-enum_,0,50,302,10,1,-1,-1,FEASIBLE,time limit with feasible solution,0.000769901,0,0,9.0,-1.0,-1.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n70_p0.75_nA7_nB1_i0,feas-ilp_,0,70,1800,7,1,-1,-1,INFEASIBLE,infeasibility proven,0.352767,0,0,5.46474,-1.0,-1.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n50_p0.25_nA10_nB1_i2,byp_,0,50,287,10,1,-1,-1,OPTIMAL,optimality proven,0.37277,1,0,1.0,1.0,0.0,1,0,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,1.0,1.0,0.367401,0.0,102,0,100,1,0,1,0,0,0,0,0,0,0.00401301,1.62e-07,0.00102652,2.7435e-05,0.0,0.0029589,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n50_p0.25_nA5_nB4_i0,feas-ilp_,0,50,302,5,4,-1,-1,FEASIBLE,time limit with feasible solution,0.00179539,0,0,5.0,-1.0,-1.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n70_p0.75_nA14_nB1_i0,feas-enum_,0,70,1800,14,1,-1,-1,INFEASIBLE,infeasibility proven,0.0029751,0,0,5.0,-1.0,-1.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n60_p0.5_nA6_nB3_i1,feas-ilp_,0,60,880,6,3,-1,-1,FEASIBLE,time limit with feasible solution,0.00356024,0,0,6.0,-1.0,-1.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n70_p0.75_nA14_nB4_i0,feas-ilp_,0,70,1800,14,4,-1,-1,INFEASIBLE,infeasibility proven,0.0128549,0,0,12.0,-1.0,-1.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n70_p0.75_nA7_nB3_i2,feas-ilp_,0,70,1803,7,3,-1,-1,FEASIBLE,time limit with feasible solution,0.00726048,0,0,7.0,-1.0,-1.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n60_p0.5_nA6_nB3_i0,feas-enum_,0,60,885,6,3,-1,-1,FEASIBLE,time limit with feasible solution,0.00202851,0,0,6.0,-1.0,-1.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n60_p0.5_nA6_nB2_i2,feas-enum_,0,60,882,6,2,-1,-1,FEASIBLE,time limit with feasible solution,0.00232955,0,0,6.0,-1.0,-1.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n70_p0.75_nA14_nB3_i1,feas-enum_,0,70,1803,14,3,-1,-1,INFEASIBLE,infeasibility proven,0.00283771,0,0,11.0,-1.0,-1.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n50_p0.25_nA10_nB3_i0,byp_,0,50,302,10,3,-1,-1,OPTIMAL,optimality proven,0.609861,1,0,1.0,1.0,0.0,1,0,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,1.0,1.0,0.604472,0.0,102,0,100,1,0,1,0,0,0,0,0,0,0.00394807,1.54e-07,0.00101572,2.4926e-05,0.0,0.00290726,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n70_p0.75_nA7_nB2_i0,byp_,0,70,1800,7,2,-1,-1,OPTIMAL,optimality proven,3.44359,1,0,2.0,2.0,0.0,1,0,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,2.0,2.0,3.08386,0.0,503,0,500,1,1,1,30,0,30,0,0,0,0.356367,3.89e-07,0.00922796,2.4542e-05,0.0028948,0.34422,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n70_p0.75_nA7_nB1_i0,byp_,0,70,1800,7,1,-1,-1,INFEASIBLE,infeasibility proven,2.74929,1,0,-1.0,-2147483648.0,-1.0,0,0,0,0,1.0,0,0,1,0.0,0,0,0,0,0,0,1,1,429.571,-1.0,1.69079,0.0,403,0,400,1,1,1,30,0,30,0,0,0,1.05534,3.49e-07,0.0071359,2.538e-05,0.00253321,1.04565,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n60_p0.5_nA12_nB4_i2,byp_,0,60,883,12,4,-1,-1,OPTIMAL,optimality proven,3.44082,1,0,3.0,3.0,0.0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,2.25362,3.0,1.42792,0.0,2828,0,2800,15,0,13,82,0,68,2,0,12,2.00734,2.737e-06,0.0400383,0.00190732,0.0,1.96539,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n70_p0.75_nA7_nB3_i2,byp_,0,70,1803,7,3,-1,-1,OPTIMAL,optimality proven,5.46331,1,0,2.0,2.0,0.0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,1.66667,2.0,4.99147,0.0,603,0,600,1,1,1,50,0,50,0,0,0,0.46841,4.37e-07,0.0107458,8.3153e-05,0.00255114,0.455029,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n60_p0.5_nA12_nB4_i1,feas-ilp_,0,60,855,12,4,-1,-1,FEASIBLE,time limit with feasible solution,0.00359907,0,0,12.0,-1.0,-1.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n60_p0.5_nA6_nB2_i2,feas-ilp_,0,60,882,6,2,-1,-1,FEASIBLE,time limit with feasible solution,0.00455069,0,0,6.0,-1.0,-1.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n60_p0.5_nA12_nB3_i0,byp_,0,60,885,12,3,-1,-1,OPTIMAL,optimality proven,2.06514,1,0,3.0,3.0,0.0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,2.25,3.0,0.940066,0.0,2214,0,2200,7,0,7,99,0,93,0,0,6,1.12036,1.778e-06,0.0316437,0.00016072,0.0,1.08855,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n50_p0.25_nA10_nB1_i0,byp_,0,50,302,10,1,-1,-1,OPTIMAL,optimality proven,0.125158,1,0,1.0,1.0,0.0,1,0,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,1.0,1.0,0.121141,0.0,102,0,100,1,0,1,0,0,0,0,0,0,0.00283121,1.63e-07,0.0006708,1.9951e-05,0.0,0.00214029,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n70_p0.75_nA7_nB2_i0,feas-ilp_,0,70,1800,7,2,-1,-1,FEASIBLE,time limit with feasible solution,0.0124682,0,0,7.0,-1.0,-1.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n70_p0.75_nA7_nB1_i2,feas-enum_,0,70,1809,7,1,-1,-1,INFEASIBLE,infeasibility proven,0.00311611,0,0,4.0,-1.0,-1.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n60_p0.5_nA12_nB4_i2,feas-enum_,0,60,883,12,4,-1,-1,FEASIBLE,time limit with feasible solution,0.0024644,0,0,12.0,-1.0,-1.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n60_p0.5_nA12_nB2_i0,byp_,0,60,885,12,2,-1,-1,INFEASIBLE,infeasibility proven,1.23567,1,0,-1.0,-2147483648.0,-1.0,0,0,0,0,1.0,0,0,1,0.0,0,0,0,0,0,0,1,1,183.818,-1.0,0.261815,0.0,2932,0,2900,16,0,16,82,0,67,0,0,15,0.968573,2.568e-06,0.0418401,0.000304597,0.0,0.926426,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n60_p0.5_nA12_nB1_i0,byp_,0,60,885,12,1,-1,-1,INFEASIBLE,infeasibility proven,0.721339,1,0,-1.0,-2147483648.0,-1.0,0,0,0,0,1.0,0,0,1,0.0,0,0,0,0,0,0,1,1,455.545,-1.0,0.139006,0.0,1106,0,1100,3,0,3,66,0,64,0,0,2,0.579203,8.03e-07,0.0153562,6.0095e-05,0.0,0.563786,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n60_p0.5_nA12_nB4_i2,feas-ilp_,0,60,883,12,4,-1,-1,FEASIBLE,time limit with feasible solution,0.00346199,0,0,12.0,-1.0,-1.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n50_p0.25_nA10_nB2_i2,feas-ilp_,0,50,287,10,2,-1,-1,FEASIBLE,time limit with feasible solution,0.00267976,0,0,10.0,-1.0,-1.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n60_p0.5_nA12_nB3_i1,feas-ilp_,0,60,880,12,3,-1,-1,FEASIBLE,time limit with feasible solution,0.00652278,0,0,12.0,-1.0,-1.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n60_p0.5_nA6_nB4_i0,feas-enum_,0,60,885,6,4,-1,-1,FEASIBLE,time limit with feasible solution,0.00213234,0,0,6.0,-1.0,-1.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n50_p0.25_nA5_nB2_i2,byp_,0,50,287,5,2,-1,-1,OPTIMAL,optimality proven,0.429193,1,0,1.0,1.0,0.0,1,0,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,1.0,1.0,0.423973,0.0,102,0,100,1,0,1,0,0,0,0,0,0,0.00388868,1.62e-07,0.000932012,2.5596e-05,0.0,0.00293091,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n70_p0.75_nA7_nB3_i1,feas-ilp_,0,70,1804,7,3,-1,-1,FEASIBLE,time limit with feasible solution,0.00531032,0,0,7.0,-1.0,-1.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n60_p0.5_nA6_nB4_i1,feas-ilp_,0,60,883,6,4,-1,-1,FEASIBLE,time limit with feasible solution,0.0029931,0,0,6.0,-1.0,-1.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n50_p0.25_nA5_nB2_i1,feas-ilp_,0,50,302,5,2,-1,-1,FEASIBLE,time limit with feasible solution,0.00273882,0,0,5.0,-1.0,-1.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n50_p0.25_nA10_nB1_i1,byp_,0,50,302,10,1,-1,-1,OPTIMAL,optimality proven,0.156049,1,0,1.0,1.0,0.0,1,0,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,1.0,1.0,0.150737,0.0,102,0,100,1,0,1,0,0,0,0,0,0,0.00403158,1.67e-07,0.000993943,2.8139e-05,0.0,0.00300933,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n50_p0.25_nA5_nB1_i2,feas-ilp_,0,50,287,5,1,-1,-1,FEASIBLE,time limit with feasible solution,0.00344191,0,0,5.0,-1.0,-1.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n60_p0.5_nA12_nB2_i2,byp_,0,60,882,12,2,-1,-1,INFEASIBLE,infeasibility proven,0.85073,1,0,-1.0,-2147483648.0,-1.0,0,0,0,0,1.0,0,0,1,0.0,0,0,0,0,0,0,1,1,127.0,-1.0,0.280823,0.0,2122,0,2100,11,0,11,82,0,72,0,0,10,0.565494,1.386e-06,0.0307038,0.000205281,0.0,0.534584,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n60_p0.5_nA6_nB1_i0,byp_,0,60,885,6,1,-1,-1,OPTIMAL,optimality proven,0.325376,1,0,1.0,1.0,0.0,1,0,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,1.0,1.0,0.314988,0.0,102,0,100,1,0,1,0,0,0,0,0,0,0.00850347,1.73e-07,0.00130886,4.4699e-05,0.0,0.00714974,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n70_p0.75_nA7_nB1_i2,byp_,0,70,1809,7,1,-1,-1,INFEASIBLE,infeasibility proven,1.60719,1,0,-1.0,-2147483648.0,-1.0,0,0,0,0,1.0,0,0,1,0.0,0,0,0,0,0,0,1,1,429.571,-1.0,0.991563,0.0,403,0,400,1,1,1,25,0,25,0,0,0,0.612517,3.15e-07,0.00720865,2.5822e-05,0.0027732,0.602509,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n60_p0.5_nA6_nB2_i1,byp_,0,60,883,6,2,-1,-1,OPTIMAL,optimality proven,0.732629,1,0,1.0,1.0,0.0,1,0,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,1.0,1.0,0.7216,0.0,102,0,100,1,0,1,0,0,0,0,0,0,0.00897682,1.54e-07,0.00141997,3.7008e-05,0.0,0.00751968,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n50_p0.25_nA5_nB1_i2,feas-enum_,0,50,287,5,1,-1,-1,FEASIBLE,time limit with feasible solution,0.00152519,0,0,5.0,-1.0,-1.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n50_p0.25_nA5_nB3_i0,byp_,0,50,302,5,3,-1,-1,OPTIMAL,optimality proven,0.453001,1,0,1.0,1.0,0.0,1,0,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,1.0,1.0,0.447747,0.0,102,0,100,1,0,1,0,0,0,0,0,0,0.00388909,1.63e-07,0.000874708,3.4013e-05,0.0,0.0029802,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n70_p0.75_nA14_nB3_i2,feas-enum_,0,70,1801,14,3,-1,-1,INFEASIBLE,infeasibility proven,0.0030482,0,0,10.0,-1.0,-1.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n60_p0.5_nA12_nB4_i0,feas-enum_,0,60,885,12,4,-1,-1,FEASIBLE,time limit with feasible solution,0.00237312,0,0,12.0,-1.0,-1.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n60_p0.5_nA6_nB3_i0,byp_,0,60,885,6,3,-1,-1,OPTIMAL,optimality proven,0.903494,1,0,1.0,1.0,0.0,1,0,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,1.0,1.0,0.893072,0.0,102,0,100,1,0,1,0,0,0,0,0,0,0.00845364,1.6e-07,0.00132179,4.3602e-05,0.0,0.00708809,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n60_p0.5_nA12_nB2_i1,byp_,0,60,883,12,2,-1,-1,INFEASIBLE,infeasibility proven,1.87438,1,0,-1.0,-2147483648.0,-1.0,0,0,0,0,1.0,0,0,1,0.0,0,0,0,0,0,0,1,1,144.857,-1.0,0.294364,0.0,3453,0,3400,27,0,26,74,0,47,2,0,25,1.5743,2.064e-06,0.048743,0.000542675,0.0,1.52501,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n60_p0.5_nA6_nB2_i0,feas-enum_,0,60,885,6,2,-1,-1,FEASIBLE,time limit with feasible solution,0.00194586,0,0,6.0,-1.0,-1.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n70_p0.75_nA7_nB2_i1,byp_,0,70,1795,7,2,-1,-1,OPTIMAL,optimality proven,3.45713,1,0,2.0,2.0,0.0,1,0,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,2.0,2.0,2.96542,0.0,704,0,700,1,2,1,48,0,47,0,1,0,0.488257,5.13e-07,0.0126789,2.3554e-05,0.00516937,0.470385,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n50_p0.25_nA5_nB1_i1,feas-ilp_,0,50,302,5,1,-1,-1,FEASIBLE,time limit with feasible solution,0.00353172,0,0,5.0,-1.0,-1.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
